,Tweet,corpus
236,"OMG! I DIDN'T WATCH MISS U BUT I TAKE MY WILD GUESS ON WHOSE GOING TO TAKE THE CROWN BETWEEN CURACAO, VENEZUELA, AND USA. AND YEEEEEEEEEEES, I DIDN'T EXPECTED IT THO. ANYWAY, CONGRATULATIONS, MISS USA! 🤍",omg watch miss u take wild guess whose going take crown curacao venezuela usa yeeeeeeeeeees expected tho anyway congratulation miss usa
237,Quedó en shock la pelá! 😅,qued en shock la pel
238,🎉🥳🕺💃🎶🇺🇸,
239,Ça aurait du être ari Lennox là,aurait du tre ari lennox l
240,QUE ES ESE RESULTADO DE MIERDA????? https://t.co/wYzqnmnQCF,que e ese resultado de mierda http co wyzqnmnqcf
241,#MissIndia crowning #MissUSA .. So nice! #MissUniverse,missindia crowning missusa nice missuniverse
242,"A DONDE TAN COMPRADO??? VENEZUELA SE LA MERECIA POR COMPLETO, INCLUSO TUVO MEJOR3S RESPUESTAS QUE LAS DE USA",donde tan comprado venezuela se la merecia por completo incluso tuvo mejor respuestas que la de usa
243,#MissUniverse2023 👑👸👑,missuniverse
244,"I don't know how but I approve!!! Woot! I do have a lot of pride for this! I just really hated the metal bird costume lol. But this is great, congrats.",know approve woot lot pride really hated metal bird costume lol great congrats
245,USA???????,usa
246,Ang ganda ng gownnnnnn 🤩 napaka edgy ng loooook,ang ganda ng gownnnnnn napaka edgy ng loooook
247,"أمريكية من أصل فلبيني تتوج ملكة لجمال الكون
#أخبار_الآن
#ملكة_جمال_الكون
#MissUniverse 
#MissUniverse2023 
 https://t.co/fT8jlPtvQR",missuniverse missuniverse http co ft jlptvqr
248,Soy Kosovo 😑,soy kosovo
249,Should have been Puerto Rico 🇵🇷,puerto rico
250,No sé si se dan cuenta en el final cuando nombran el robo porq eso fue un robo. Que todo ya estaba listico. Hasta quitaron a Amanda rapidito no dejaron que USA desfilará le pusieron corona y ya rápido ni harnaaz se notó #MissUniverse2022 @MissUniverse cuanto pasarían por ese robo,si se dan cuenta en el final cuando nombran el robo porq eso fue un robo que todo ya estaba listico hasta quitaron amanda rapidito dejaron que usa desfilar le pusieron corona ya r pido ni harnaaz se missuniverse missuniverse cuanto pasar por ese robo
251,"C'est n'importe quoi, je m'attendais à voir des marsiennes moi",c est n importe quoi je attendais voir de marsiennes moi
252,"Eso nos pasa por pobres, robo más evidente",eso no pasa por pobres robo evidente
253,Pensé que ganaría la venezolana xd,pen que ganar la venezolana xd
254,fraude y no tienen vergüenza hijos d puta,fraude tienen verg enza hijos puta
255,Well desurv USA atleast naay half pinoy nga dugo✊💖,well desurv usa atleast naay half pinoy nga dugo
256,Esto fue un súper robo . La Venezolana es la más hermosa .,esto fue un per robo la venezolana e la hermosa
257,Lucu sangat lucu wkwkw. Tiwas filipina ro Indonesia bentrok-bentrokan. Jebul ASEAN adalah sama wkwkwk,lucu sangat lucu wkwkw tiwas filipina ro indonesia bentrok bentrokan jebul asean adalah sama wkwkwk
258,Di man nkpasok atleast #filipino pa din ang nagwagi congrats #MissUniverse2022 #MissUSA https://t.co/n8nJxY1JhQ,di man nkpasok atleast filipino pa din ang nagwagi congrats missuniverse missusa http co n njxy jhq
259,Definitivamente debía ser para la diosa de Venezuela 🥺,definitivamente deb ser para la diosa de venezuela
260,"ما اخدنا اللقب 
صنعنالهم التّاج😁
@mouawad 
#MissUniverse2022 
 https://t.co/8cvCujOEYZ",mouawad missuniverse http co cvcujoeyz
261,woah.. she's pretty❤️,woah pretty
262,"pobre Miss Kosovo, fue incapaz de disimular",pobre miss kosovo fue incapaz de disimular
263,puro fraude k rabia,puro fraude k rabia
264,👑🔥,
265,No vi el certamen pero es abismal la diferencia de belleza entre la venezolana y la de USA,vi el certamen pero e abismal la diferencia de belleza entre la venezolana la de usa
266,"Congrats, Miss USA!👏",congrats miss usa
267,"Ok, ella no es que no lo merezca, toda su competencia fue buena. Pero Venezuela se la había luchado más, desde el principio hasta el final. Las respuestas lo demostraron, USA fallo en ambas respuestas, Venezuela dejo mensajes poderosos e inolvidables. Amanda, te lloro💔💔",ok ella e que lo merezca toda su competencia fue buena pero venezuela se la hab luchado desde el principio hasta el final la respuestas lo demostraron usa fallo en ambas respuestas venezuela dejo mensajes poderosos e inolvidables amanda te lloro
268,https://t.co/KPDirmTLqb,http co kpdirmtlqb
269,https://t.co/BCg9UXEJsP,http co bcg uxejsp
270,El robo del año https://t.co/A1BUHCnn6u,el robo del http co buhcnn u
271,Lol,lol
272,"¿Perdón? 

Venezuela merecía esa corona.",perd n venezuela merec esa corona
273,Sorry @JackPosobiec like I said... Business is business. Have a good night. Congratulations Miss USA now Miss Universe.,sorry jackposobiec like said business business good night congratulation miss usa miss universe
274,En esta vida soy Miss Kosovo,en esta vida soy miss kosovo
275,Aku juga seh yang hahh kenapa bukan Venezuela atau Dominican Republic,aku juga seh yang hahh kenapa bukan venezuela atau dominican republic
276,Ladrones,ladrones
277,Con el moño porque ya sabía que era la ganadora🙈😡 #fraude #MissUniverse2022 #RoboDeMissUniversoVenezuela,con el mo porque ya sab que era la ganadora fraude missuniverse robodemissuniversovenezuela
278,"When Miss Philippines loses but Miss USA is also Filipino, a win is a win! 🇵🇭🇺🇸",miss philippine loses miss usa also filipino win win
279,"latins getting mad at the comments, some even mention Catriona's win was a robbery 'cause Venezuela finished 2RU",latin getting mad comment even mention catriona win robbery cause venezuela finished ru
280,MALDITA SEA PANA QUE ARRECHERA COMO VAMOS A SER SUB CAMPEONES EN LO ÚNICO QUE SOMOS BUENOS,maldita sea pana que arrechera como vamos ser sub campeones en lo nico que somos buenos
281,Venezuela ki  deserving thi,venezuela ki deserving thi
282,"I actually entertained watching #MissUniverse2022 , and the reactions are hilarious. Dark horse indeed from a first time watcher, cause in the gown and question rounds she exceptionally performed hunty. Not expected.",actually entertained watching missuniverse reaction hilarious dark horse indeed first time watcher cause gown question round exceptionally performed hunty expected
283,"USA görünümlü Filipinli kızımız kazanmış 

Hayırlı olsun",usa g r n ml filipinli k z z kazanm hay rl olsun
284,Congrats R'Bonney Gabriel ❤️🎉,congrats r bonney gabriel
285,https://t.co/ttchvl5cOk,http co ttchvl cok
286,🇵🇭🇺🇲,
287,Congratulation 🎉,congratulation
288,"El umpire Jim Joyce estaba en el jurado?
#MissUniverse2022 No me jodas",el umpire jim joyce estaba en el jurado missuniverse jodas
289,la cara de Kosovo fue como: en serio ganó esa mamaweba?,la cara de kosovo fue como en serio gan esa mamaweba
290,"India to USA.
Lotus.
https://t.co/YMiE7v2ORZ
https://t.co/fIrYJXcW18 https://t.co/Anp8j0Uijl",india usa lotus http co ymie v orz http co firyjxcw http co anp j uijl
291,"well happy for her.. but it was between Venezuela and DR.
DR really nailed each n every segment don't know on what basis did they chose her as winner..
#MissUniverse2022",well happy venezuela dr dr really nailed n every segment know basis chose winner missuniverse
292,undeserved,undeserved
293,No lo vi... pero la Venezolana esta muchísimo más linda! 🤷🏻‍♀️ robo o no! Es evidente la bellesa de una vs otra🥴,lo vi pero la venezolana esta much simo linda robo e evidente la bellesa de una v otra
294,Hamdalah di pemerintahan Biden USA kembali jadi Miss Universe. Terakhir 2012 pas Olivia Culpo,hamdalah di pemerintahan biden usa kembali jadi miss universe terakhir pa olivia culpo
295,Well whatta ya know...,well whatta ya know
296,Oh she's half Filipino...a win is a win. 😎,oh half filipino win win
297,"En la vida, soy la de Kosovo JAJAJAJJAJAJA",en la vida soy la de kosovo jajajajjajaja
298,"udah yang paling bener, tapi emang jago juga sih ni orang dari look, ps, catwalk, and presentation everyday udah yang paling pas. congrats USA #MissUniverse2022",udah yang paling bener tapi emang jago juga sih ni orang dari look p catwalk presentation everyday udah yang paling pa congrats usa missuniverse
299,2023 e ainda... Yuck,e ainda yuck
300,capitalism wins again!!!,capitalism win
301,still a win for the Philippines! her costume was a highlight for me 🥳,still win philippine costume highlight
302,"CAPITALISM v COMMUNISM

Capitalism wins 😂",capitalism v communism capitalism win
303,"Miss U is Miss USA, from Houston, Texas! ""It is so import. to invest in others, invest n r community, &amp; use ur unique talent 2 make a diff. We all have somth special, &amp; when we plant those seeds in other people in r life, we transform them, &amp; we use that as a vehicle 4 change.""",miss u miss usa houston texas import invest others invest n r community amp use ur unique talent make diff somth special amp plant seed people r life transform amp use vehicle change
304,"Ni la Miss USA se lo cree, que fraude",ni la miss usa se lo cree que fraude
305,...Ahora no es cuando se la quita Sandra Bullock?,ahora e cuando se la quita sandra bullock
306,"Congratulations to Miss USA as the new Miss Universe. She is a Filipino/American, so Mabuhay kabayan! Fil-Ams pride. 🇵🇭🇺🇸.",congratulation miss usa new miss universe filipino american mabuhay kabayan fil am pride
307,debió ganar Venezuela ☹️,debi ganar venezuela
308,"She didnt respect the response time, her answers were not as complete and good as Venezuela's 

I really want to know what did you consider to make this woman Miss Universe

Literally NO ONE understand this result 

#MissUniverse #MissUniverse2022",didnt respect response time answer complete good venezuela really want know consider make woman miss universe literally one understand result missuniverse missuniverse
309,Lmao. Really?,lmao really
310,"YAY! A Filipina won Miss Universe! 👏🏽👏🏽 

Congratulations Miss USA R’Bonney Gabriel. She is the first Filipino American to win Miss USA, and now she is #MissUniverse2022.",yay filipina miss universe congratulation miss usa r bonney gabriel first filipino american win miss usa missuniverse
311,Que e pena da este concurso y más la organización que se encarga de arreglar la ganadora,que e pena da este concurso la organizaci n que se encarga de arreglar la ganadora
312,Sin drsma el tema,sin drsma el tema
313,"Marmelada! Marmelada! Marmelada! 
Identitarismo na veia! Isso ta mais pra Miss Catiroba!",marmelada marmelada marmelada identitarismo na veia isso ta mais pra miss catiroba
314,Congras🎉,congras
315,Que bolas marico,que bola marico
316,La chama de Kosovo en el fondo me representa totalmente,la chama de kosovo en el fondo representa totalmente
317,Felicidades USA 🇺🇸,felicidades usa
318,Pero que mierda es está?,pero que mierda e est
319,"No hate, BUT. The people who actually watched the contest knows USA do NOT deserve that crown. First of all her answer went over 30 secods, was very insecure, and did not answered well. This is a complete fraud and the Miss Universe Organization is a joke. Sorry not sorry",hate people actually watched contest know usa deserve crown first answer went secods insecure answered well complete fraud miss universe organization joke sorry sorry
320,Por eso pierdo la fe en estas vainas 🙄,por eso pierdo la fe en estas vainas
321,"Top story: @MissUniverse: 'The new Miss Universe is USA!!! #MISSUNIVERSE ' https://t.co/wrQmZgwVSe, see more https://t.co/nRTGFC0XwD",top story missuniverse new miss universe usa missuniverse http co wrqmzgwvse see http co nrtgfc xwd
322,LA ESTAFA MAESTRA,la estafa maestra
323,Hasta mi novia que es gringa me dijo que eso fue robo.,hasta mi novia que e gringa dijo que eso fue robo
324,ดูแล้วงั้นๆ เราคงตาไม่ถึง 🙄,
325,Miss Kosovo understood the assigment,miss kosovo understood assigment
326,and fuck everyone who thought she deserved to win,fuck everyone thought deserved win
327,What???,
328,República Dominicana fue más robada que Paris Hilton en el 2007 en el Bling Ring...,rep blica dominicana fue robada que paris hilton en el en el bling ring
329,Las caras de todas cuando dicen USA son un poema JAJAJAJA,la caras de toda cuando dicen usa son un poema jajajaja
330,"Congrats to Miss USA @MissUSA on being crowned #MissUniverse 
I used to watch these pageants every time they were on tv, when I was a little girl. Me &amp; my barbies.  🤣
Yay USA! 👏🏽👏🏽👏🏽",congrats miss usa missusa crowned missuniverse used watch pageant every time tv little girl amp barbies yay usa
331,República Dominicana fue más robada que kim kardashian en París...,rep blica dominicana fue robada que kim kardashian en par
332,https://t.co/VKCK8eF3RY,http co vkck ef ry
333,La reacción de Jamaica y España ajsjsjsjdjud 😶😶😶🕵️‍♀️,la reacci n de jamaica espa ajsjsjsjdjud
334,"Gringos haciendo porquerías, qué novedad.",gringo haciendo porquer qu novedad
335,ahre todo armado venezuela lo merecia 🙄,ahre todo armado venezuela lo merecia
336,CONGRATS,congrats
337,congraaats USA 🎊👏,congraaats usa
338,Me lo vas a mamar,lo va mamar
339,La reacción de Miss España😆,la reacci n de miss espa
340,The gown and the crown 😍,gown crown
341,la cara de la de Kosovo 😭😭😭 soy yo ahora que robo,la cara de la de kosovo soy yo ahora que robo
342,"Η νέα Μις Υφήλιος είναι οι ΗΠΑ!!! 
Σάλος με το ριφιφί στα καλλιστεία 
Έκλεψαν τον τίτλο από τη Miss #Venezuela
#MISSUNIVERSE

 https://t.co/YBc7bU99ST",miss venezuela missuniverse http co ybc bu st
343,Nojoda ni cuando Alicent se declaró reina me sentí tan usurpado.,nojoda ni cuando alicent se declar reina sent tan usurpado
